freq_beautiful,freq_coca_general,freq_acl,cos_target,euclidean_distance,posMASC,is_problematic,word_length,count_vowel,y,posMASC_le
11812688,51438,1133,0.48501753818244925,5.1498516333820445,VBD,0,6,3,0,9
70639535,46773,2176,0.5988321304321289,4.762562274932861,JJ,0,4,2,1,0
113285624,45845,618,0.6089769601821899,5.860698223114014,NN,0,5,3,0,3
48616832,27120,10015,0.5552257299423218,4.801315784454346,RB,0,5,1,1,5
30836935,0,1521,0.5238650441169739,6.007434844970703,NNS,0,4,1,0,4
205629763,88880,8280,0.5135841369628906,5.099565505981445,VB,0,6,2,0,8
51621090,55701,543,0.6867448091506958,4.172166347503662,RB,0,6,1,1,5
9058089,14334,42,0.6056088805198669,5.434622764587402,NNS,0,8,2,0,4
59622952,72456,96957,0.5859425663948059,5.564188480377197,NN,0,4,2,0,3
16295682,23752,86,0.5200985019052642,6.64618589589384,JJ,0,6,2,1,0
32088216,24225,157,0.6841508746147156,5.157569885253906,NN,0,7,4,1,3
616829742,504559,148089,0.66821648180261,3.5721336344974595,RB,0,4,2,1,5
27207887,199650,1722,0.7407466769218445,3.6668617725372314,VBD,0,6,2,1,9
305515604,511585,55700,0.8233368992805481,2.7126946449279785,NN,0,3,1,1,3
719980257,455925,142062,0.6074093580245972,4.270444393157959,NN,0,3,2,1,3
661809559,837971,64296,0.8254842840253767,2.933650283901988,RB,0,2,1,1,5
6825099,7778,294,0.3757444393322918,6.471521741121091,JJ,0,4,1,1,0
36831035,37445,828,0.6111916899681091,4.587696075439453,VBP,0,5,2,1,12
488024109,399602,11566,0.7691044211387634,3.2999026775360107,RB,0,4,1,0,5
36726336,99993,7895,0.632088089530606,3.816283681356229,VBD,0,7,2,1,9
52979810,40898,1415,0.5490800727793651,4.982242891725939,NN,0,7,2,1,3
519537222,159496,6681,0.5738034844398499,5.508110046386719,NN,0,7,3,1,3
480303376,752220,13695,0.7435857653617859,3.9712436199188232,NNS,0,6,3,1,4
122592252,93689,10751,0.5978838968551343,4.736058574965597,JJ,0,5,2,1,0
421086358,1251786,10915,0.6835977435112,3.69413685798645,VBD,0,2,1,0,9
61348302,60825,601,0.608347475528717,5.881585597991943,NN,0,5,2,1,3
5857157,17189,282,0.4127327799797058,6.376877307891846,NNS,0,8,3,0,4
14098493,67516,1472,0.7209259271621704,3.609501838684082,VBD,0,7,4,1,9
32527,0,2,0.3186727464199066,7.268537521362305,JJ,0,6,3,0,0
369928941,589713,92586,0.7628992199897766,3.3193910121917725,RB,0,4,1,1,5
239670331,121005,13888,0.6004563570022583,4.697103977203369,VBD,0,4,2,1,9
4193216,6028,48,0.49251100420951843,6.041046142578125,NNS,0,11,4,0,4
286237372,95400,19520,0.5761929750442505,4.929315090179443,NN,0,6,2,1,3
58855769,50802,13954,0.5263708233833313,5.411737442016602,NNS,0,9,5,1,4
79240506,37665,344,0.568926990032196,6.153088569641113,NN,0,6,3,0,3
405084642,932443,49006,0.6139718267099857,4.0387293280484595,VBZ,0,4,2,1,13
120495036,278670,7545,0.5689131617546082,4.549600601196289,VBD,0,6,3,1,9
103521037,85604,3618,0.5742813019961523,4.839948891559751,NN,0,8,4,1,3
50819909,27382,4533,0.4319641888141632,6.708592414855957,NNS,0,6,3,1,4
5205858,1582,12,0.3585490882396698,6.028200626373291,NN,0,6,3,0,3
146906651,88738,1310,0.6890812516212463,5.54019832611084,NN,0,3,1,0,3
16926005,34687,7448,0.6629026379457663,3.9849510657917286,NN,0,11,4,1,3
10647237,13220,82,0.37380310893058777,6.19450044631958,NNS,0,8,3,1,4
28375319,43538,920,0.6629829406738281,3.8809077739715576,RB,0,5,3,0,5
1645521,11035,88,0.3320116698741913,5.805084705352783,NNS,0,8,3,1,4
121505269,82031,33294,0.6295632123947144,4.933568000793457,NN,0,5,2,0,3
35660913,119290,1906,0.7385241985321045,3.620911121368408,NN,0,6,2,1,3
264349801,726578,35045,0.779388964176178,3.2360098361968994,VBD,0,4,2,1,9
462836169,741437,19220,0.6715074777603149,3.712310552597046,RB,0,4,1,1,5
264349801,726578,35045,0.7472760677337646,3.4805703163146973,VB,1,4,2,1,8
637134177,166478,2147,0.624098539352417,5.066614627838135,NN,0,8,3,1,3
51304347,52510,421,0.538523256778717,6.215421676635742,NN,0,10,5,1,3
30905832,43496,7255,0.4457179307937622,5.916601657867432,VBG,0,5,2,1,10
13628350,44148,271,0.55237877368927,5.250209331512451,NNS,0,6,2,1,4
932594387,136869,121956,0.531894862651825,5.069569110870361,NN,0,11,5,1,3
20024908,5511,148,0.3049641251564026,6.59988260269165,NNS,0,3,0,1,4
273620358,155604,26585,0.8483035564422607,2.807375907897949,NN,0,5,1,0,3
324272258,217148,4381,0.5837088227272034,5.110560417175293,NN,0,7,2,1,3
27207887,199650,1722,0.6903688907623291,3.9221296310424805,VBD,0,6,2,1,9
379644437,68535,32900,0.4748046100139618,5.031729221343994,JJ,0,9,5,1,0
19797379,158040,761,0.5639476776123047,4.7866644859313965,VBD,0,3,1,0,9
70613606,382235,2020,0.7423389554023743,4.8549394607543945,NN,0,5,2,1,3
380725892,221361,151255,0.69610196352005,4.018792152404785,JJ,0,4,1,0,0
605984508,1080432,19740,0.8075099587440491,3.0937821865081787,VB,1,3,1,0,8
22443877,24534,101,0.5434435606002808,5.261263847351074,NN,0,4,1,1,3
15903650,17223,3090,0.685218334197998,4.185019493103027,NN,0,9,4,1,3
294319118,132050,4890,0.47237536311149597,5.737649440765381,NN,0,6,2,1,3
324272258,217148,4381,0.6102231740951538,5.000924587249756,NN,0,7,2,1,3
30253229,50720,233,0.48330105074567764,6.50565807144582,NN,0,6,2,1,3
12959639,10888,538,0.40311315655708313,6.481840133666992,NNS,0,6,2,0,4
464532702,137352,40435,0.4535184378575978,5.231838695385903,VBN,0,4,2,1,11
181445531,459435,10996,0.5560817718505859,5.30502986907959,NN,0,3,1,1,3
171687825,144261,5724,0.5658656358718872,5.283044815063477,NN,0,4,2,1,3
9957374,4582,3093,0.4241112470626831,6.426701068878174,JJ,0,6,3,1,0
305515604,511585,55700,0.8144803047180176,2.762862205505371,NN,0,3,1,0,3
755424983,92380,16285,0.4805678129196167,5.3346757888793945,NN,0,4,1,0,3
24611878,59719,5252,0.5679906935809631,4.255482443025624,NNS,0,7,2,0,4
78843808,56742,918,0.5374408960342407,6.328665256500244,NN,0,5,2,1,3
44137441,30778,1370,0.47378918528556824,5.037679672241211,VBD,0,4,1,1,9
77203075,105077,16766,0.47934821248054504,5.555250644683838,VBG,0,5,2,1,10
33518573,42764,221,0.5580352014369984,4.72801918100152,NN,0,5,2,0,3
0,0,0,0.03102549464660762,10.2932731451255,JJ,0,13,4,0,0
244491090,50218,7783,0.6201266050338745,4.1461944580078125,VBG,0,5,1,1,10
57432704,182856,1893,0.6717036962509155,4.859892845153809,NN,0,6,2,1,3
188691168,242456,3817,0.6518020629882812,4.626837253570557,NN,0,7,2,1,3
23761645,45600,1555,0.5919683575630188,4.739834785461426,VBP,0,7,2,1,12
4109747,8305,57,0.3180018961429596,6.6566009521484375,NNS,0,6,2,0,4
29237400,79512,1853,0.613207221031189,5.590987682342529,VBD,0,3,2,1,9
23602,0,0,0.47641614079475403,6.739381790161133,JJ,0,7,4,0,0
247541986,225869,90989,0.6192402839660645,4.527419090270996,VBG,0,4,1,1,10
44456,0,0,-0.07842983305454254,7.769103050231934,NN,0,8,3,1,3
0,0,0,0.06083082265558738,10.264733436764752,JJ,0,12,3,0,0
17716382,23525,434,0.5858167409896851,5.743265151977539,NN,0,6,2,1,3
81652767,59259,5038,0.5155375003814697,5.474549293518066,JJ,0,4,2,1,0
1497815,1650,35,0.3420194685459137,5.754913330078125,JJ,0,5,2,1,0
16787246,18613,216,0.6650007963180542,4.644088268280029,NN,0,5,2,0,3
13190308,1815,1495,0.65114825963974,4.390248775482178,NN,0,7,3,1,3
16526639,14858,352,0.5047510266304016,5.983721733093262,NN,0,4,2,0,3
3696615,10309,73,0.47190502285957336,5.818849563598633,VBD,0,7,3,1,9
1004266,7848,47,0.39930108189582825,4.9510111808776855,VBN,0,8,4,1,11
2261961,4175,20,0.400064617395401,5.728416919708252,NNS,0,5,2,0,4
35383071,79127,23373,0.5665770769119263,4.846713542938232,VB,0,7,3,1,8
12610212,12050,106,0.5553366541862488,5.473648548126221,NN,0,8,3,1,3
47612536,16629,199,0.39610064029693604,6.324117183685303,NNS,0,4,1,1,4
110528740,126892,4250,0.7599480152130127,3.2121176719665527,JJ,0,4,2,1,0
2247431740,1400622,165,0.7745934724807739,2.8594212532043457,RB,0,2,1,1,5
829969374,865430,38993,0.7892724275588989,2.8329265117645264,RB,0,2,1,0,5
47847595,46771,7993,0.5398461818695068,5.526229381561279,JJ,0,11,5,1,0
1014107316,89611,15410,0.5549551248550415,5.413736343383789,JJ,0,4,2,1,0
396975018,215748,242239,0.5340126752853394,5.464049816131592,NNS,0,6,1,1,4
10823100,12658,65,0.4759756326675415,4.968812465667725,NNS,0,7,3,1,4
63828244,62076,9523,0.6796060800552368,4.057374954223633,VB,0,4,2,1,8
121296661,242773,29718,0.7572606801986694,3.5587642192840576,NN,0,4,1,1,3
176093255,303970,12558,0.7858774662017822,3.2355358600616455,RB,0,3,2,1,5
9597891,17291,1609,0.691227376461029,4.7155680656433105,VB,0,7,3,0,8
14922980,8766,97,0.4492647349834442,6.956070899963379,NN,0,9,5,1,3
15368116,28228,591,0.6883541345596313,3.8866872787475586,JJ,0,4,2,1,0
42880250,78477,12585,0.6552794650075177,4.511267303873709,NN,0,9,5,1,3
0,0,0,0.046735286712646484,8.328709602355957,NN,0,9,3,1,3
681410380,754368,49621,0.7520784139633179,3.2242236137390137,VBN,0,3,2,1,11
156845267,2077536,11507,0.6211798787117004,4.088540554046631,VBD,0,3,1,1,9
22679395,38725,13705,0.5597899848361774,3.9786568824204807,VB,0,6,3,1,8
106400213,308827,3814,0.29702645540237427,6.153927803039551,VBD,0,3,1,0,9
53171478,80509,4312,0.6312417984008789,4.776350498199463,VBD,0,3,1,1,9
723310,3922,44,0.3752524256706238,5.658494472503662,VBN,0,9,3,1,11
306100813,974670,11676,0.7657986879348755,3.378757953643799,VB,0,4,1,1,8
22705371,70384,4040,0.5618102550506592,4.796474456787109,VBG,0,4,1,0,10
42024703,11807,196,0.4549407660961151,5.893028259277344,NN,0,5,2,1,3
238674296,76192,9203,0.5310162305831909,5.729849338531494,NN,0,10,3,1,3
83015916,53946,7490,0.5462586283683777,5.747791767120361,NN,0,4,1,0,3
73010727,50813,391,0.5527485609054565,5.655610084533691,JJ,0,9,5,1,0
92551460,151696,28105,0.7003099322319031,4.032151222229004,RB,0,5,2,1,5
4310000,18749,23,0.4715939462184906,5.4931182861328125,VBD,0,6,2,0,9
61348302,60825,601,0.6616787314414978,5.61177396774292,NN,0,5,2,1,3
14310606,5697,95,0.5693208575248718,5.539848804473877,NN,0,7,2,1,3
160746244,104472,16434,0.5895516872406006,4.9796833992004395,VBZ,0,4,1,1,13
2519370,18359,367,0.4577551484107971,5.187309741973877,VBP,0,8,4,1,12
177706929,169801,2595,0.583530604839325,5.125699520111084,NN,0,3,1,1,3
152155277,7292,292,0.4444218575954437,5.769733905792236,NN,0,4,1,0,3
156845267,2077536,11507,0.6207857131958008,4.083173751831055,VBD,0,3,1,1,9
2247431740,1400622,165,0.7979692816734314,2.7342655658721924,RB,0,2,1,0,5
22033576,22270,15364,0.4614913761615753,5.744322299957275,VBD,0,8,4,1,9
3326221,7241,634,0.5211101770401001,5.416563510894775,RB,0,7,1,0,5
32220446,3831,3145,0.6943719983100891,4.67843770980835,NN,0,4,2,0,3
146028,927,8,0.21667852997779846,6.408373832702637,NNS,0,9,4,1,4
149556758,284212,5578,0.835586428642273,3.0481679439544678,RB,0,5,2,0,5
12767813,13643,1438,0.35551917552948,6.538033485412598,JJ,0,8,3,1,0
2688694,4385,294,0.5956262350082397,3.946335554122925,RB,0,11,4,1,5
65921648,20755,590,0.5371094346046448,5.861263751983643,JJ,0,10,4,1,0
719980257,455925,142062,0.45513370633125305,4.819636344909668,VBN,0,3,2,1,11
0,1566,0,0.2834082841873169,6.854423522949219,JJ,0,9,5,0,0
3479265,3378,99,0.5026788115501404,5.342523097991943,JJ,0,5,1,1,0
994479,0,92,0.1914843978421007,7.168019727222865,NN,0,4,1,0,3
245697701,391962,36892,0.6473386883735657,3.7262015342712402,RB,0,4,2,0,5
37668153,42212,1313,0.5476108193397522,5.1761369705200195,JJ,0,5,2,1,0
60969207,90550,10098,0.6136695742607117,4.56790828704834,JJR,0,6,1,0,1
187062316,47134,1074,0.5208810567855835,5.119873046875,NN,0,5,2,1,3
43706094,9358,356,0.510699987411499,5.895871162414551,NN,0,7,2,1,3
135132664,213654,15739,0.6651800274848938,3.9022159576416016,JJ,0,3,1,1,0
14056761,1993,6499,0.4897344410419464,4.79955530166626,VBN,0,10,3,1,11
616829742,504559,148089,0.6766694188117981,3.5354137420654297,RB,0,4,2,1,5
1544771673,560978,164105,0.672956645488739,3.738781690597534,JJR,0,4,2,0,1
97451660,438886,6405,0.7829715247558785,3.224248221270334,NN,0,5,1,1,3
437213,0,0,0.2684629261493683,7.215269565582275,NNS,0,7,3,0,4
26339544,17668,2380,0.528325080871582,5.190913200378418,VB,0,6,2,1,8
119394206,58477,1375,0.6380065083503723,4.297071933746338,VB,0,5,2,0,8
48616832,27120,10015,0.5188867449760437,4.941349983215332,RB,0,5,1,1,5
215560453,97795,9888,0.5935086011886597,5.170539379119873,NNS,0,7,2,1,4
38542153,83487,2662,0.5547742247581482,4.607369422912598,VBG,0,4,1,0,10
380725892,221361,151255,0.7094736695289612,3.945019006729126,JJ,0,4,1,1,0
908705570,832974,84994,0.8533397316932678,2.6917879581451416,NN,0,4,2,1,3
1544771673,560978,164105,0.5758423209190369,4.100856781005859,JJR,0,4,2,1,1
138433809,178828,7969,0.6447664499282837,4.551268100738525,NN,0,5,1,1,3
156845267,2077536,11507,0.7160981297492981,3.64682936668396,VBZ,0,3,1,1,13
11283175,7945,894,0.3438370304714638,5.900091603737579,NN,0,6,2,1,3
130054708,94488,8742,0.5600681830435974,4.783365596909814,JJ,0,4,1,1,0
637134177,166478,2147,0.5863020420074463,5.207045555114746,NN,0,8,3,1,3
134939426,81183,74507,0.5022727847099304,5.929008960723877,NN,0,5,2,1,3
107839275,60391,27463,0.4831387996673584,4.928596019744873,JJ,0,6,2,1,0
11409218,33286,1123,0.5840377807617188,5.02345609664917,NN,0,5,1,1,3
11337220,20976,681,0.42781099677085876,6.314712047576904,NN,0,5,2,1,3
0,16089,0,0.6512690186500549,5.819314002990723,JJ,0,5,3,1,0
7470219,20979,172,0.4454330503940582,6.478158950805664,NNS,0,9,4,1,4
1009358,0,0,0.4790785312652588,5.971767902374268,NN,0,5,2,1,3
253206,0,6,0.5264406204223633,4.588634490966797,RB,0,10,2,1,5
48255033,39551,2597,0.4188552498817444,6.6042656898498535,NNS,0,10,4,1,4
121296661,242773,29718,0.7304550409317017,3.6765730381011963,NN,0,4,1,0,3
589741,0,4,0.3441660404205322,6.492465972900391,JJ,0,6,1,0,0
126699632,93877,5465,0.6806087493896484,4.718564033508301,NN,0,5,1,0,3
645824184,27424,1421,0.4597570151674092,5.731152177054677,NN,0,7,2,1,3
11486779,15294,737,0.3821274936199188,5.879061222076416,NNS,0,11,4,1,4
116282824,65194,85925,0.614820122718811,4.501841068267822,NN,0,4,1,1,3
59430375,91439,2833,0.49031490087509155,5.695650577545166,NN,0,4,1,0,3
1252872,1090,6,0.31392139196395874,7.29442834854126,JJ,0,6,2,0,0
14345220,3851,3896,0.48133784532546997,5.8421311378479,NNS,0,7,3,0,4
65066679,115335,18533,0.8056329488754272,2.974519729614258,NN,0,6,3,1,3
3587993,14329,280,0.5008237957954407,5.47387170791626,VB,0,5,2,1,8
80328029,239638,17495,0.7685518860816956,3.2481191158294678,VB,0,4,1,1,8
167518537,5723,3395,0.4254567623138428,5.795559883117676,NNS,0,6,2,1,4
80694073,105252,1046,0.5646367073059082,4.912444114685059,VB,0,4,1,1,8
35813046,9189,6366,0.6432501077651978,4.211634635925293,VBG,0,7,2,0,10
124620318,17604,6304,0.5641874670982361,5.087887763977051,NN,0,7,3,1,3
1544771673,560978,164105,0.6737852096557617,3.7279553413391113,JJR,0,4,2,1,1
66014490,44587,4067,0.44771164655685425,6.251124382019043,NN,0,6,3,1,3
176093255,303970,12558,0.8292103409767151,2.936906099319458,RB,0,3,2,1,5
462836169,741437,19220,0.813231348991394,2.88950252532959,RB,0,4,1,0,5
121296661,242773,29718,0.7080479264259338,3.8019635677337646,VBN,0,4,1,0,11
719980257,455925,142062,0.6786050796508789,3.9473094940185547,VBG,0,3,2,1,10
605984508,1080432,19740,0.6452572345733643,3.921297788619995,VBN,0,3,1,1,11
616829742,504559,148089,0.6735661029815674,3.5594377517700195,RB,0,4,2,1,5
130531484,198607,585,0.8004144430160522,3.735649585723877,NN,0,5,1,0,3
751557,979,0,0.3890021458907388,6.60029082713094,NN,0,8,2,0,3
107853068,47148,8994,0.5813391208648682,4.192919731140137,NN,0,5,2,0,3
24406141,45056,7862,0.5560793280601501,4.757287979125977,VB,0,6,2,1,8
605984508,1080432,19740,0.8075099587440491,3.0937821865081787,VBN,0,3,1,0,11
44298807,75273,4609,0.5129215717315674,4.968844890594482,NNS,0,5,3,1,4
92551460,151696,28105,0.6803500056266785,4.211813926696777,RB,0,5,2,1,5
15030656,30822,269,0.5848457217216492,5.804323673248291,VBN,0,6,2,1,11
755424983,92380,16285,0.4659650921821594,5.391901969909668,NN,0,4,1,1,3
24136984,145770,810,0.5893086842984092,4.764191083570864,VBN,0,4,2,0,11
9020752,4951,83,0.5444371104240417,5.266561031341553,VB,0,11,5,1,8
80694073,105252,1046,0.6130344867706299,4.696385383605957,VB,0,4,1,0,8
19810772,17581,242,0.4008752703666687,6.376054763793945,NN,0,4,1,1,3
254164055,264804,5040,0.5473911166191101,5.4332146644592285,NN,0,6,2,1,3
291308910,60893,3974,0.4951176643371582,5.57483434677124,NN,0,5,2,1,3
40833613,48277,657,0.6198493242263794,5.120104789733887,JJ,0,4,1,1,0
176299905,185952,3243,0.6396431922912598,5.144131660461426,NN,0,4,2,1,3
0,29829,0,0.5082849860191345,6.279482364654541,JJ,0,6,1,0,0
71972425,59891,8780,0.6282598972320557,4.18538236618042,NN,0,4,2,0,3
10028218,19569,320,0.46403759717941284,5.865711688995361,NN,0,4,1,1,3
141012024,233655,76014,0.63516765832901,4.442180633544922,NN,0,7,2,1,3
56638839,134676,1094,0.5863243937492371,5.44417667388916,NN,0,4,2,1,3
5329899,5418,58,0.4956149458885193,5.680990695953369,NN,0,4,1,0,3
681410380,754368,49621,0.7379485964775085,3.3013675212860107,VB,0,3,2,1,8
318966441,415218,57299,0.7354092001914978,3.611407518386841,JJ,0,4,1,1,0
446236148,486307,6359,0.55701744556427,4.599656105041504,NN,0,3,1,1,3
72455943,13075,156,0.4265749454498291,6.252890110015869,NN,0,8,2,1,3
79172952,23227,136,0.5710455775260925,5.485058307647705,NN,0,4,1,0,3
77038135,68369,2070,0.7633417248725891,3.29483699798584,RB,0,4,2,1,5
204104275,13124,272,0.54377281665802,5.735940933227539,NN,0,8,2,1,3
174232809,67811,9026,0.6294592618942261,5.494871139526367,NN,0,7,3,1,3
527353,0,1,0.4207140803337097,6.401827335357666,NN,0,9,4,1,3
3253144,11530,4533,0.3308742344379425,5.19415807723999,VBN,0,6,3,1,11
182061247,88902,74859,0.7544451355934143,4.269746780395508,NN,0,5,3,1,3
8068497,11688,526,0.5710785984992981,4.299707889556885,RB,0,7,1,1,5
119150817,57942,50549,0.6143644452095032,3.7025630474090576,JJ,0,7,3,1,0
109553730,420804,3034,0.8382773399353027,2.9888815879821777,VB,0,4,1,1,8
250245121,24076,11266,0.41321608424186707,6.148499011993408,NN,0,4,2,1,3
180144029,118201,2489,0.5499349236488342,5.841497421264648,NN,0,4,2,0,3
42801104,107943,15814,0.522498369216919,4.569616317749023,VBD,0,6,3,0,9
306100813,974670,11676,0.713045597076416,3.633965253829956,VBD,0,4,1,0,9
16734573,15632,100,0.8538897633552551,2.8881354331970215,NN,0,4,1,0,3
97837595,89617,472,0.6068710684776306,5.918933868408203,JJ,0,7,3,1,0
5196013,18383,86,0.6144219781307618,4.226651838748221,VB,0,5,1,1,8
8845763,22221,1043,0.7203477025032043,3.50970458984375,RB,0,6,1,0,5
273620358,155604,26585,0.7412627935409546,3.516779899597168,NN,0,5,1,0,3
71972425,59891,8780,0.6518335938453674,4.082880020141602,NN,0,4,2,1,3
156845267,2077536,11507,0.5888929963111877,4.215807914733887,VBD,0,3,1,1,9
25162411,49137,323,0.7467395067214966,3.1864192485809326,VBG,0,6,2,1,10
161913408,233601,13592,0.5634703040122986,4.538188934326172,VBD,0,5,1,1,9
12118110,36911,29838,0.5765529274940491,4.442938327789307,VB,0,6,2,0,8
829969374,865430,38993,0.7073152661323547,3.2626729011535645,RB,0,2,1,0,5
611387736,657619,20004,0.7149370908737183,3.3886525630950928,RB,0,3,1,1,5
7697283,27462,413,0.45373913645744324,6.3395795822143555,NNS,0,3,1,0,4
681410380,754368,49621,0.7210066318511963,3.430462598800659,VBD,0,3,2,1,9
156845267,2077536,11507,0.5283708572387695,4.423040866851807,VBZ,0,3,1,1,13
3277212,6759,91,0.5739131569862366,6.26389217376709,NNS,0,5,1,1,4
70957750,260368,3480,0.6314754486083984,4.146045207977295,VBD,0,5,3,0,9
182579275,145280,24426,0.5589309930801392,4.512974739074707,VBZ,0,7,3,1,13
22489791,3205,21,0.8873419761657715,4.182967185974121,NN,0,4,2,0,3
94477370,57325,14342,0.6652562022209167,4.276234149932861,RB,0,7,3,1,5
107853068,47148,8994,0.6450943946838379,3.9242653846740723,RB,0,5,2,0,5
29810467,19844,3697,0.5451124906539917,4.580219268798828,NNS,0,14,6,1,4
75918053,192400,8848,0.7664851546287537,3.48587965965271,VBP,0,7,4,1,12
23681851,8043,837,0.4547807541267378,5.497219512978709,NN,0,8,4,1,3
156845267,2077536,11507,0.533031702041626,4.451140880584717,VBZ,0,3,1,1,13
44858110,32665,2299,0.6174737215042114,4.505044460296631,NN,0,6,2,1,3
405084642,932443,49006,0.6942811868770564,3.664021902854416,VBG,0,4,2,0,10
8279189,9199,167,0.354736328125,6.146519660949707,JJ,0,4,1,0,0
12936269,37195,952,0.6266087889671326,4.701986789703369,VBZ,0,4,1,0,13
48075237,30039,3182,0.6806859970092773,4.1889424324035645,JJ,0,5,1,1,0
18977951,3402,877,0.30455195213188746,6.473461986410885,NN,0,3,1,1,3
48255033,39551,2597,0.47634103894233704,6.421133041381836,NNS,0,10,4,1,4
1242323499,1106769,290313,0.7822598218917847,3.2417328357696533,NN,0,3,1,0,3
318966441,415218,57299,0.7365634441375732,3.656226873397827,JJ,0,4,1,1,0
199608869,333570,14420,0.5535736083984375,4.899461269378662,VBN,0,4,1,1,11
53312008,61439,7809,0.686070442199707,3.5905044078826904,VBD,0,4,1,0,9
126517399,168673,1065,0.6698020696640015,5.240593433380127,NN,0,3,1,1,3
36134893,29343,700,0.5636820793151855,5.474970817565918,NN,0,7,3,1,3
57608074,189593,2208,0.7429546117782593,3.273927688598633,VBD,0,5,1,0,9
9043968,16501,341,0.5743532180786133,4.629859924316406,VBG,0,4,2,0,10
16761764,10762,412,0.5616907477378845,5.39096736907959,NN,0,11,4,1,3
56542418,45569,833,0.6436757982789745,4.655861427884132,NNS,0,6,2,0,4
10836172,21196,1905,0.5776514410972595,4.828941345214844,VBP,0,9,5,1,12
232011723,259644,10180,0.6053851246833801,4.1766133308410645,VBZ,0,3,1,1,13
3732894,7773,48,0.32427018880844116,5.5940327644348145,VBN,0,7,3,1,11
1187647,4446,131,0.24100177539694034,6.114034767532059,VBG,0,6,2,1,10
3268695,6472,75,0.3452082173513421,6.396288786190215,VBD,0,6,2,0,9
21099943,94234,2033,0.5516144633293152,4.906954765319824,VBD,0,5,3,1,9
1009495,3380,186,0.17256146272705386,7.1181468065259565,VBD,0,6,2,0,9
26701492,118898,1701,0.5389328002929688,5.50077486038208,VBN,0,4,1,0,11
116282824,65194,85925,0.5931727290153503,4.578911304473877,NN,0,4,1,1,3
226194991,254311,61006,0.7882358431816101,3.1297667026519775,NN,0,5,2,0,3
484861,3771,3,0.4014234244823456,6.1277031898498535,JJ,0,5,2,0,0
0,0,0,0.35176950693130493,6.401496887207031,JJ,1,5,1,0,0
70957750,260368,3480,0.6903891563415527,3.8582653999328613,VBD,0,5,3,1,9
135132664,213654,15739,0.7807701826095581,3.316117525100708,JJ,0,3,1,1,0
18984710,14102,4871,0.46769264340400696,5.594274997711182,JJ,0,9,4,0,0
0,0,0,-0.16492392122745514,9.87355899810791,VBG,0,8,3,0,10
152155277,7292,292,0.4656745493412018,5.645327568054199,NN,0,4,1,0,3
1908868,9799,48,0.45398786664009094,5.258128643035889,VBN,0,5,3,1,11
156845267,2077536,11507,0.7165487408638,3.7286758422851562,VB,0,3,1,1,8
53171478,80509,4312,0.6085941791534424,4.820112705230713,VBD,0,3,1,0,9
94113765,129820,15312,0.758297324180603,3.492887258529663,RB,0,8,3,1,5
11994795,24168,258,0.6564463973045349,4.170132637023926,VBD,0,6,3,0,9
0,0,0,0.052605338394641876,6.797080039978027,RB,0,12,3,1,5
140688602,415915,30897,0.7002780437469482,3.673957109451294,VBG,0,4,2,0,10
4767538,4636,104,0.47766417264938354,4.965742588043213,VBP,0,4,2,0,12
42342802,30259,5861,0.517114640028259,4.961508568493688,JJ,0,3,1,1,0
3277331,7213,90,0.6048803329467773,5.689545631408691,NNS,1,8,3,1,4
113624357,0,354,0.5935976505279541,5.402323246002197,NN,0,3,1,0,3
