academic_freq,non_academic_freq,phrase,ratio
81,1,chinese pinyin,81.0
97,3,complete sequence,32.33333333333334
1201,17,punctuation mark,70.6470588235294
24404,1281,automatic,19.05074160811866
962,1,word length,962.0
202,55,software engineering,3.672727272727273
32,1,type list,32.0
161,22,simple text,7.318181818181818
9,1,practical evaluation,9.0
36,21,literary theory,1.714285714285714
217,4,diphthong,54.25
176,29,new problem,6.068965517241379
308,17,determinism,18.11764705882353
1523,3,hidden markov model,507.6666666666667
145,1,discourse focus,145.0
183,3,additional knowledge,61.0
15,3,item information,5.0
4541,212,thesaurus,21.41981132075472
176,2,gst,88.0
2250,56,fluency,40.17857142857143
5459,431,conference,12.66589327146172
112,1,input character,112.0
238,6,difficult case,39.66666666666666
1979,323,real time,6.126934984520124
13043,16,heuristic,815.1875
12,2,structuralists,6.0
68,2,straightforward method,34.0
55,1,computational process,55.0
12221,111,gold standard,110.0990990990991
80,4,output file,20.0
297,17,caching,17.47058823529412
2,1,feminine language,2.0
263,7,special interest group,37.57142857142857
210,5,modeling technique,42.0
186,60,dichotomy,3.1
147,1,such representation,147.0
559,23,tamil,24.30434782608696
62,6,correct reading,10.33333333333333
277,11,first character,25.18181818181818
13,1,application knowledge,13.0
61,16,hepatitis,3.8125
28,1,such tech,28.0
246,6,scientific text,41.0
2,1,similar philosophy,2.0
69,3,original method,23.0
65,1,oracle system,65.0
375,1,indicator function,375.0
1579,10,participle,157.9
71,5,panel discussion,14.2
22,2,system event,11.0
4,1,applicable knowledge,4.0
10,5,digital communication,2.0
42,1,output type,42.0
5,3,habermas,1.666666666666667
116,1,uiuc,116.0
6530,2656,chart,2.458584337349397
43,1,database field,43.0
21,3,irrelevant content,7.0
22,3,charles fillmore,7.333333333333333
36043,179,parameter,201.3575418994413
6,1,screen location,6.0
376,30,same sense,12.53333333333333
13,1,relational database management system,13.0
7112,2921,conversation,2.434782608695652
27,10,specific region,2.7
42,2,error checking,21.0
21,2,algorithm development,10.5
128,9,language tool,14.22222222222222
49,3,computability,16.33333333333333
11269,5884,file,1.91519374575119
49,5,such evidence,9.8
2,1,work session,2.0
52,9,actual score,5.777777777777778
48,2,type structure,24.0
323,2,lmf,161.5
58,1,bnp,58.0
2468,127,recent work,19.43307086614173
70,4,langage,17.5
809,2,same entity,404.5
32,1,skewed data,32.0
1233,9,broad coverage,137.0
77,1,cuny,77.0
2,1,brief recap,2.0
38770,10716,concept,3.617954460619634
111,3,thematic structure,37.0
14,2,conversational topic,7.0
373,3,word table,124.3333333333333
12,1,phonics set,12.0
5778,3,phoneme,1926.0
5,3,particular audience,1.666666666666667
52,10,single question,5.2
187,4,conditionals,46.75
16,1,example support,16.0
29,2,ability score,14.5
215,2,representation theory,107.5
82,6,theoretical perspective,13.66666666666667
70,9,complete solution,7.777777777777778
2305,54,paraphrasing,42.68518518518518
100,1,arbitrary word,100.0
91,29,project gutenberg,3.137931034482758
11,2,complete presentation,5.5
110,12,internet user,9.166666666666666
17,2,data presentation,8.5
4,2,scientific context,2.0
34,16,edmonton,2.125
203,3,target user,67.66666666666667
124,5,item set,24.8
49,1,expected output,49.0
398,1,research direction,398.0
10,1,data study,10.0
14,1,exponentiation,14.0
10,4,neuropsychology,2.5
304,1,distance function,304.0
14,1,phrase index,14.0
47,8,descriptive information,5.875
23948,3471,improvement,6.899452607317776
78,1,linguistic complexity,78.0
120,9,substantial difference,13.33333333333333
12,1,difference method,12.0
1010,1,inflected form,1010.0
147,36,ieee,4.083333333333333
128,3,formal specification,42.66666666666666
344,1,model size,344.0
11,1,imperfect knowledge,11.0
154,5,specific instance,30.8
75,7,own data,10.71428571428571
8446,2,test data,4223.0
32,1,oxford advanced learner,32.0
91,3,recursive definition,30.33333333333333
54,1,reflexivity,54.0
144,1,standard algorithm,144.0
453,1,comparability,453.0
20,2,time form,10.0
16,1,term accuracy,16.0
47,1,subjective judgment,47.0
455,16,discontinuity,28.4375
10,4,useful framework,2.5
9,3,player position,3.0
34,7,particular location,4.857142857142857
153,1,conceptual knowledge,153.0
56,1,recursive function,56.0
68,22,haskell,3.090909090909091
10442,1813,interface,5.759514616657474
52,6,knowledge gap,8.666666666666666
53,1,substitute word,53.0
193,38,potential problem,5.078947368421052
9870,1774,university,5.56369785794814
14,2,finir,7.0
14,4,actual structure,3.5
36,1,modern linguistics,36.0
12,2,domestic dog,6.0
131,1,human intuition,131.0
68919,1799,grammar,38.30961645358533
27,1,intuitive method,27.0
304,14,neuter,21.71428571428572
237,19,transposition,12.47368421052632
222,29,graeme,7.655172413793103
22,1,useful model,22.0
97,1,morphism,97.0
241,52,web application,4.634615384615385
156,5,type table,31.2
21,1,inverse relationship,21.0
533,2,language process,266.5
230,12,soundness,19.16666666666667
119,39,fait,3.051282051282051
193,8,conflation,24.125
49,1,template structure,49.0
6504,89,knowledge base,73.07865168539325
41664,8657,research,4.812752685687883
430,3,input sequence,143.3333333333333
119,1,character length,119.0
131,1,generalizability,131.0
30,20,mid 1990s,1.5
1731,30,cept,57.7
62,1,single structure,62.0
122,1,evaluation table,122.0
175,8,language syntax,21.875
9,1,single configuration,9.0
130,4,joint task,32.5
18,1,text service,18.0
118,14,english vocabulary,8.428571428571429
3793,56,zhang,67.73214285714286
35,2,knowledge type,17.5
25790,7815,focus,3.300063979526552
7,1,motivation section,7.0
73,4,new york university,18.25
5680,198,generalization,28.68686868686869
7396,368,notation,20.09782608695652
78,1,concept accuracy,78.0
854,1,final state,854.0
277,64,other element,4.328125
270,1,equivalence relation,270.0
125,3,standard machine,41.66666666666666
128,80,athens,1.6
87,1,language definition,87.0
418,4,web text,104.5
272,2,model combination,136.0
338,1,english system,338.0
93,1,output class,93.0
6,3,gatehouse,2.0
669,1,query language,669.0
28,1,html text,28.0
11123,67,iteration,166.0149253731343
7086,194,computing,36.52577319587629
1340,1,maximization,1340.0
74,5,html file,14.8
80,16,english character,5.0
17,5,serbian language,3.4
322,167,predictability,1.92814371257485
247,2,unified framework,123.5
84,1,english pronoun,84.0
9,1,baseline pattern,9.0
6,2,subjective feeling,3.0
178,8,illustrative example,22.25
904,61,multiplication,14.81967213114754
741,6,question type,123.5
2,1,milenio,2.0
358,14,limited set,25.57142857142857
382,1,recognition accuracy,382.0
3928,36,next section,109.1111111111111
20,1,algorithm description,20.0
8,1,keyword indexing,8.0
7,1,priority item,7.0
210,9,redundant information,23.33333333333333
49,3,example system,16.33333333333333
98,15,exhaustive list,6.533333333333333
10,1,sort algorithm,10.0
191502,4185,data,45.75913978494624
2,1,content program,2.0
12,7,class actor,1.714285714285714
365,2,first iteration,182.5
351,170,previous model,2.064705882352941
6625,54,computation,122.6851851851852
224,2,particular class,112.0
25,3,time approach,8.333333333333334
3019,5,linear model,603.8
1938,37,brill,52.37837837837838
11,1,course data,11.0
160,17,basic research,9.411764705882353
5,1,tool knowledge,5.0
61,4,text example,15.25
3,2,kilby,1.5
26,13,prompt response,2.0
127,10,devanagari,12.7
264,18,alternative method,14.66666666666667
447,1,speech signal,447.0
752,4,single document,188.0
24,1,encoding process,24.0
42,2,single syllable,21.0
8824,3491,access,2.527642509309653
38,5,office automation,7.6
87,5,empirical research,17.4
2,1,detailed categorization,2.0
39512,2300,object,17.17913043478261
4,1,single principle,4.0
14,1,slot information,14.0
134,4,related text,33.5
132,5,full translation,26.4
12,2,expert use,6.0
90,2,theoretical issue,45.0
272,2,other noun,136.0
58301,3343,target,17.43972479808555
319,3,graphical representation,106.3333333333333
35,5,user testing,7.0
273,7,level language,39.0
14,6,iep,2.333333333333333
102,1,possible configuration,102.0
97,1,graph algorithm,97.0
187,2,large database,93.5
10,2,java virtual machine,5.0
67,5,specific method,13.4
165,9,second system,18.33333333333333
2,1,incomplete proof,2.0
66,11,french grammar,6.0
118,2,empirical work,59.0
7,1,example dataset,7.0
1190,14,parallelism,85.0
7,1,research staff member,7.0
59,2,intuitive idea,29.5
2623,2,sparsity,1311.5
608,9,empirical study,67.55555555555556
199,1,research problem,199.0
183,1,frequency data,183.0
34,2,multiple test,17.0
266,1,different algorithm,266.0
91,12,significant effort,7.583333333333333
17,3,software platform,5.666666666666667
2746,13,learning method,211.2307692307692
2007,33,small set,60.81818181818182
818,13,typology,62.92307692307692
430,1,transition system,430.0
94,10,overall approach,9.4
24696,2003,definition,12.32950574138792
1804,3,darpa,601.3333333333334
21726,2537,path,8.563657863618447
332,2,expected number,166.0
13,2,cultural knowledge,6.5
32,6,research methodology,5.333333333333333
23,1,partial text,23.0
13,1,orientation information,13.0
60,38,comprehensive overview,1.578947368421053
40118,214,discourse,187.4672897196262
98,3,broad sense,32.66666666666666
44,1,context evaluation,44.0
118,73,sonnet,1.616438356164384
131,4,technical document,32.75
8,1,caller information,8.0
96,13,user level,7.384615384615385
681,106,summation,6.424528301886792
172,1,accusative case,172.0
2914,1123,para,2.594835262689225
6,2,meaningful question,3.0
7,2,general editor,3.5
229,25,written form,9.16
24,4,mathematical notation,6.0
20,2,cohesive text,10.0
1342,2,regression model,671.0
20041,7785,project,2.574309569685292
44716,12108,step,3.693095474066733
213,29,user experience,7.344827586206897
78,3,cormen,26.0
8,2,database interaction,4.0
2493,1,syntactic feature,2493.0
126,11,interrelation,11.45454545454546
19,2,successful outcome,9.5
28,1,useful representation,28.0
5,3,hotel information,1.666666666666667
547,1,grammatical category,547.0
232,3,grammatical form,77.33333333333333
650,23,sample size,28.26086956521739
317,4,different user,79.25
34,2,separate level,17.0
34,1,contextual element,34.0
10,1,letter alphabet,10.0
5,3,average range,1.666666666666667
9,1,phrase lookup,9.0
660,16,possible combination,41.25
6,1,relevant scale,6.0
296,4,same input,74.0
17,1,principle component analysis,17.0
236,1,book review editor,236.0
18,5,paragraph number,3.6
73,5,real world event,14.6
31849,2079,component,15.31938431938432
74,2,national university,37.0
326,3,learning strategy,108.6666666666667
495,44,general rule,11.25
276,29,ria,9.517241379310345
111,1,particular user,111.0
456,7,level information,65.14285714285714
28,5,name model,5.6
635,402,unix,1.579601990049751
691,3,research community,230.3333333333333
326,3,first element,108.6666666666667
3,1,confidence issue,3.0
6,2,continuar,3.0
33289,9445,difference,3.524510322922181
300,37,certain kind,8.108108108108109
104,1,single state,104.0
20,2,broad context,10.0
2,1,work output,2.0
167,14,single event,11.92857142857143
62,3,ubiquity,20.66666666666667
153,2,data stream,76.5
8,2,additional code,4.0
15,2,talk system,7.5
338,32,real world application,10.5625
8,2,paper selection,4.0
46,3,plan step,15.33333333333333
128,61,current situation,2.098360655737705
69,2,target item,34.5
174,1,student response,174.0
53,1,likelihood approach,53.0
488,26,complete sentence,18.76923076923077
32,3,html5,10.66666666666667
205,24,historical text,8.541666666666666
19245,6,segmentation,3207.5
1242,1,factorization,1242.0
85,1,invariance,85.0
60,20,basic vocabulary,3.0
5327,1,anaphora,5327.0
13,1,subjective impression,13.0
6,2,useful reference work,3.0
34,5,significant degree,6.8
20,1,fast method,20.0
47,6,japanese phrase,7.833333333333333
18,1,model correlation,18.0
111,23,reaction time,4.826086956521739
14,2,instruction type,7.0
8,2,calculation algorithm,4.0
54416,1517,speech,35.87079762689519
186,1,context set,186.0
56701,13,parser,4361.615384615385
335,149,abe,2.248322147651007
6490,114,vowel,56.92982456140351
25,4,example list,6.25
67,3,metric space,22.33333333333333
272,3,specific concept,90.66666666666667
17,4,service oriented architecture,4.25
98,5,discussion section,19.6
229,12,specific case,19.08333333333333
39,1,predictive text,39.0
183,1,english string,183.0
6,1,korean writing system,6.0
101,3,systematic study,33.66666666666666
477,6,specific language,79.5
2330,375,implication,6.213333333333333
9,3,precise number,3.0
106,23,filename,4.608695652173913
7335,337,hmm,21.76557863501484
103,1,compound modifier,103.0
348,47,english grammar,7.404255319148936
37,1,task analysis,37.0
235,4,editorial board,58.75
21,11,political discourse,1.909090909090909
39,2,central notion,19.5
331,11,wide scope,30.09090909090909
56253,288,probability,195.3229166666667
13,7,open hole,1.857142857142857
84,3,language context,28.0
649,2,standard data,324.5
12194,4,smt,3048.5
4,1,simple data structure,4.0
3064,68,the association,45.05882352941177
78,1,iterative method,78.0
4,1,arbitrary fact,4.0
3482,193,search engine,18.04145077720207
887,444,algebra,1.997747747747748
10,2,design space,5.0
11,2,meaningful text,5.5
9,1,term work,9.0
271,1,language user,271.0
6,2,evolutionary computation,3.0
274,9,pseudocode,30.44444444444444
227,60,poor result,3.783333333333333
370,12,maximum length,30.83333333333333
372,40,vagueness,9.3
2,1,ongoing game,2.0
1169,52,question answer,22.48076923076923
5,2,proper theory,2.5
181,19,overall structure,9.526315789473685
529,1,current implementation,529.0
105,1,formal framework,105.0
38,19,text messaging,2.0
75022,6986,user,10.73890638419697
4,1,redundant repetition,4.0
198,21,adaptability,9.428571428571429
77,6,wird,12.83333333333333
428,2,standard phrase,214.0
1011,1,original sentence,1011.0
268,13,experimenter,20.61538461538462
11,1,first statistic,11.0
650,402,hong kong,1.616915422885572
5,1,first thread,5.0
1821,5,tag set,364.2
675,1,character sequence,675.0
26,8,online content,3.25
130,2,right node,65.0
656,1,parent node,656.0
278,2,corpus linguistics,139.0
285,2,negative training,142.5
702,5,dimensional space,140.4
3,1,seed level,3.0
27,1,grammar description,27.0
25,2,last equation,12.5
29,1,national academy,29.0
50,1,connectionism,50.0
63,4,single number,15.75
28,2,basic implementation,14.0
1313,2,pagerank,656.5
39,15,different work,2.6
30,4,specific collection,7.5
8947,14,summarization,639.0714285714286
483,25,same text,19.32
348,9,second word,38.66666666666666
467,5,specific rule,93.4
45,4,minimal description,11.25
344,9,data type,38.22222222222222
349,23,user need,15.17391304347826
16,1,example paper,16.0
6,2,consistent output,3.0
66,16,topic area,4.125
36,3,time response,12.0
1902,616,diversity,3.087662337662338
85925,7498,term,11.45972259269139
259,4,object relation,64.75
442,4,textual information,110.5
213,26,mandarin chinese,8.192307692307692
12,1,bias effect,12.0
242239,18861,system,12.84338052065108
394,1,infix,394.0
1821,6,joshi,303.5
2267,29,robustness,78.17241379310344
46,1,dutch language,46.0
29,3,translation theory,9.666666666666666
890,5,right context,178.0
217,6,financial support,36.16666666666666
163,4,recommender,40.75
2477,27,grammar rule,91.74074074074075
71,10,combinatorics,7.1
17,1,status message,17.0
55,1,test user,55.0
26318,278,metric,94.66906474820144
4,1,infinite source,4.0
33,1,object identification,33.0
58,5,japanese speaker,11.6
29,1,indirection,29.0
92,2,pattern rule,46.0
8,4,interdisciplinary study,2.0
88,2,bradford book,44.0
1210,1,target phrase,1210.0
300,78,molecule,3.846153846153846
25,1,reference process,25.0
893,4,broadcast news,223.25
46,20,smartphones,2.3
2,1,washington state university,2.0
2619,3,markov model,873.0
6,1,microphone signal,6.0
326,31,shorthand,10.51612903225806
71,1,mapping process,71.0
420,46,toefl,9.130434782608695
3987,206,first step,19.35436893203883
7,3,database example,2.333333333333333
4,1,handwriting recognition system,4.0
137,3,heuristic approach,45.66666666666666
63,8,relevant question,7.875
2,1,international humanitarian law,2.0
2235,8,english sentence,279.375
7033,2510,paragraph,2.80199203187251
2,1,radial basis function network,2.0
88,1,empirical investigation,88.0
102381,2642,phrase,38.75132475397426
966,6,text processing,161.0
142,5,order information,28.4
52,5,particular level,10.4
339,156,little work,2.173076923076923
20,1,modest performance,20.0
643,11,chinese text,58.45454545454545
18,2,hyperlinking,9.0
77,6,desirability,12.83333333333333
68,1,formal linguistics,68.0
30,1,keynote talk,30.0
79,2,grammatical aspect,39.5
15,3,core topic,5.0
53,3,sprache,17.66666666666667
65,1,semantic effect,65.0
91,10,theoretical approach,9.1
13,1,particular score,13.0
6,1,genome research,6.0
24,1,system overview,24.0
51883,6494,knowledge,7.989374807514629
9,6,taxiing,1.5
5867,47,optimization,124.8297872340426
4,1,potential clarification,4.0
71,1,lexicology,71.0
41,15,obvious example,2.733333333333333
15,2,bahasa indonesia,7.5
6292,118,syllable,53.32203389830509
80,4,such publication,20.0
56,3,fingerspelling,18.66666666666667
832,64,competence,13.0
10,4,action decision,2.5
28,3,particular number,9.333333333333334
622,3,speedup,207.3333333333333
154,6,central problem,25.66666666666667
9,1,free university,9.0
459,2,standard approach,229.5
275,1,bilingual text,275.0
374,79,debugging,4.734177215189874
106,2,target paper,53.0
35,1,further information contact,35.0
59,1,relation information,59.0
127,3,subject field,42.33333333333334
2,1,mathematical intuition,2.0
35,12,strong belief,2.916666666666667
10,1,straightforward idea,10.0
3883,8,ques,485.375
21,1,example parsing,21.0
241,12,same object,20.08333333333333
109,1,speaker belief,109.0
18,1,nontrivial task,18.0
21,4,editorship,5.25
15,3,diagnostic procedure,5.0
717,228,vietnamese,3.144736842105263
34,1,rank difference,34.0
40,5,additional text,8.0
264,5,language description,52.8
5726,1,language pair,5726.0
50,1,term description,50.0
32,1,text selection,32.0
214,2,system user,107.0
19,5,alphabetic order,3.8
30165,29,parse,1040.172413793103
253,145,gratitude,1.744827586206896
22,1,conceptual interpretation,22.0
158,1,new evaluation,158.0
6,3,configuration problem,2.0
905,188,webber,4.813829787234043
12,6,random phrase,2.0
256,2,evaluation process,128.0
3,1,algebraic method,3.0
16,2,input function,8.0
388,18,simple approach,21.55555555555556
103,1,correct category,103.0
524,1,international workshop,524.0
40,1,grammatical correctness,40.0
2,1,essential definition,2.0
992,642,assistance,1.545171339563863
69,2,technical terminology,34.5
386,13,sample sentence,29.69230769230769
188,2,language semantics,94.0
187,1,optimal number,187.0
51,2,basic frame,25.5
38,2,text area,19.0
690,20,new data,34.5
29,3,index number,9.666666666666666
53,6,critical problem,8.833333333333334
37661,8778,study,4.290385053542948
1303,1,grammatical function,1303.0
890,577,encyclopedia,1.542461005199307
102,1,reduction method,102.0
307,81,voter,3.790123456790123
918,1,sparse data,918.0
12,1,english component,12.0
157,30,specific question,5.233333333333333
1718,36,applicability,47.72222222222222
12,4,good relation,3.0
7,1,oracle knowledge,7.0
5,1,thematic coherence,5.0
175,1,test phase,175.0
54,27,game world,2.0
13,2,general database,6.5
271,2,single language,135.5
115,1,selection problem,115.0
11,1,effective data,11.0
14548,45,subset,323.2888888888889
34,2,simple predicate,17.0
185,1,evaluation tool,185.0
139,2,reproducibility,69.5
1241,17,medline,73.0
2,1,basic grammar book,2.0
52,1,target problem,52.0
1853,600,hebrew,3.088333333333333
40,2,perfect precision,20.0
231,7,negative score,33.0
27,1,centroid method,27.0
19520,3102,report,6.292714377820761
46,19,falsity,2.421052631578947
485,3,reinforcement learning,161.6666666666667
33,22,significant issue,1.5
383,55,specific topic,6.963636363636364
60,2,test procedure,30.0
183,35,incorrect answer,5.228571428571429
23,1,incremental step,23.0
177,10,french text,17.7
457,2,feature group,228.5
25,1,laboratory experiment,25.0
5226,6,sentence level,871.0
121956,31204,information,3.908345083963594
57,14,medical knowledge,4.071428571428571
136,1,computational analysis,136.0
29,2,accurate evaluation,14.5
142,5,microfilm,28.4
11585,9,lemma,1287.222222222222
95,2,overall process,47.5
41,2,particular theory,20.5
15,2,table model,7.5
6,2,syntax work,3.0
1163,4,linguistic analysis,290.75
9,1,additional useful information,9.0
197,94,first paragraph,2.095744680851064
523,253,familiarity,2.067193675889328
34,1,particular relationship,34.0
31,2,tecnologia,15.5
364,20,key phrase,18.2
163,5,relevant data,32.6
9,4,comment box,2.25
124,3,label information,41.33333333333334
210,11,german translation,19.09090909090909
31,4,basic procedure,7.75
244,7,dou,34.85714285714285
93,17,knowledge level,5.470588235294118
243,6,special issue,40.5
15,4,german vocabulary,3.75
52,2,encoding method,26.0
62,9,semiotics,6.888888888888889
28,1,application data,28.0
32,9,yale university,3.555555555555555
93,7,interdependence,13.28571428571429
3,2,javascript application,1.5
177,1,efficient implementation,177.0
951,14,language word,67.92857142857143
134,6,system configuration,22.33333333333333
868,17,causality,51.05882352941177
65,21,production process,3.095238095238095
3932,908,consequence,4.330396475770925
17,5,simple theory,3.4
69,3,linear equation,23.0
49,4,example application,12.25
23987,3914,generation,6.128513030148186
22,13,word file,1.692307692307692
207,1,subjective evaluation,207.0
328,1,heterogeneity,328.0
3,1,fuzzy notion,3.0
297,8,genetic algorithm,37.125
293,4,realiza,73.25
479,8,lexicography,59.875
35,1,time analysis,35.0
27,1,research paradigm,27.0
179,23,columbia university,7.782608695652174
15,2,online environment,7.5
466,26,key idea,17.92307692307692
114,1,web mining,114.0
12,1,intuitive reasoning,12.0
48,1,standard output,48.0
257,2,pku,128.5
99,2,subfield,49.5
1310,5,ization,262.0
118,9,best paper,13.11111111111111
136,5,appropriate value,27.2
54,1,response word,54.0
121,3,sentence example,40.33333333333334
523,12,european union,43.58333333333334
6,2,word mother,3.0
6,1,simple analogy,6.0
507,31,overall score,16.35483870967742
44,3,analysis data,14.66666666666667
128623,2487,task,51.71813429835143
91,1,power set,91.0
93,2,specific phrase,46.5
124,5,appropriate context,24.8
17,4,specific solution,4.25
300,2,translation approach,150.0
1020,140,funding,7.285714285714286
17,2,expository dialogue,8.5
228,32,usc,7.125
139,27,nitrogen,5.148148148148148
66329,9,lexical,7369.888888888889
6,1,participle phrase,6.0
25,4,northwestern university,6.25
610,4,binary tree,152.5
961,3,statistical significance,320.3333333333333
214,6,textual description,35.66666666666666
4,1,serial implementation,4.0
8,1,concept use,8.0
1439,935,lecture,1.53903743315508
18,4,second number,4.5
66,2,massachusetts institute,33.0
97,35,facilitator,2.771428571428571
133,3,pattern set,44.33333333333334
9,1,effective implementation,9.0
355,1,transliteration system,355.0
26,8,actual topic,3.25
25,1,foreign language learning,25.0
122,4,final text,30.5
11,5,iie,2.2
15,1,regular expression search,15.0
7,2,user login,3.5
220,21,virtual world,10.47619047619048
5,1,facial expression recognition,5.0
7,2,code model,3.5
202,4,accurate model,50.5
808,4,proc,202.0
67,1,evolutionary algorithm,67.0
7,1,research assignment,7.0
50,8,tbi,6.25
16291,24,clustering,678.7916666666666
225,1,global information,225.0
1658,2,word error,829.0
26181,116,clause,225.698275862069
167,20,specific event,8.35
1012,3,recognition system,337.3333333333333
22,5,duke university,4.4
124,21,general theory,5.904761904761905
2,1,class amount,2.0
15,4,game score,3.75
62055,11116,state,5.582493702770781
2,1,undergraduate training,2.0
150,14,new object,10.71428571428571
3,1,publication format,3.0
1983,2,concatenation,991.5
138,8,potential user,17.25
374,73,basic level,5.123287671232877
21,1,student interaction,21.0
5,1,equivalent item,5.0
91,2,ibm research,45.5
5,1,action view,5.0
27,1,concept repetition,27.0
13,1,speech intelligibility,13.0
80,3,rapid prototyping,26.66666666666667
2,1,norwegian version,2.0
2065,5,instantiation,413.0
10,1,reward structure,10.0
8,2,possible motivation,4.0
1163,3,level feature,387.6666666666667
13,5,purdue university,2.6
211,7,sentence pattern,30.14285714285714
92,1,dynamic model,92.0
520,4,general framework,130.0
3,2,manageable amount,1.5
4633,1,syntactic structure,4633.0
127,1,axiomatization,127.0
171,3,concept type,57.0
31,3,collaborative project,10.33333333333333
65,11,time value,5.909090909090909
262,5,standard way,52.4
511,1,word accuracy,511.0
84,23,vowel sound,3.652173913043478
24,1,question quality,24.0
2940,1,context free grammar,2940.0
1347,7,lcs,192.4285714285714
207,1,pronunciation dictionary,207.0
11,4,proof method,2.75
241,1,user type,241.0
661,5,pubmed,132.2
466,11,system development,42.36363636363637
2120,15,metadata,141.3333333333333
18,2,mathematical formalism,9.0
6,3,horizontal surface,2.0
47,2,operational system,23.5
35,19,standard notation,1.842105263157895
120,1,input system,120.0
146,2,information presentation,73.0
51,14,cfr,3.642857142857143
42,1,syntax information,42.0
36,1,actual context,36.0
65,2,composition process,32.5
12,1,vocabulary database,12.0
209,22,restatement,9.5
6,2,noise type,3.0
65,17,readable text,3.823529411764706
7,3,research process,2.333333333333333
124,5,japanese dictionary,24.8
209,2,new input,104.5
193,1,relevant term,193.0
1445,4,predication,361.25
27,16,psychological theory,1.6875
15,10,mbti,1.5
80,10,minimal cost,8.0
2588,14,chinese word,184.8571428571429
775,5,qualia,155.0
36,1,content value,36.0
531,1,word corpus,531.0
68,1,abstract structure,68.0
3,1,age metaphor,3.0
12960,4307,degree,3.00905502670072
667,55,edinburgh,12.12727272727273
10,6,own effort,1.666666666666667
472,3,data problem,157.3333333333333
192,27,benchmarking,7.111111111111111
41,3,current solution,13.66666666666667
77,9,single case,8.555555555555555
413,201,pennsylvania,2.054726368159204
98,1,frequency value,98.0
1502,4,valency,375.5
4,1,mishnah,4.0
10,2,summary paragraph,5.0
16,1,description text,16.0
276,1,target document,276.0
2,1,cognitive behavioural therapy,2.0
50,2,meaningful sentence,25.0
839,1,hashtag,839.0
797,73,new approach,10.91780821917808
3803,3,word level,1267.666666666667
457,3,human performance,152.3333333333333
4,1,legal context,4.0
13,1,numerical code,13.0
182,2,evaluation section,91.0
5557,83,pruning,66.95180722891567
11,3,gender identification,3.666666666666667
42,1,target order,42.0
752,2,first order logic,376.0
37,1,communication process,37.0
65,1,significant performance improvement,65.0
270,62,concrete example,4.354838709677419
3,1,book logic,3.0
181,1,pragmatic information,181.0
1230,5,pattern matching,246.0
11,1,simplistic method,11.0
5,1,name lookup,5.0
56,11,first filter,5.090909090909091
15,1,default system,15.0
58,11,development work,5.272727272727272
222,1,sense level,222.0
505,21,specific task,24.04761904761905
317,1,dictionary lookup,317.0
39,4,kemal,9.75
479,19,world wide web,25.21052631578947
45,5,only translation,9.0
185,3,component analysis,61.66666666666666
32,5,jusqu,6.4
714,15,scalability,47.6
27,9,different thread,3.0
359,45,specific model,7.977777777777778
61,2,tcr,30.5
11,1,polypeptide,11.0
14,1,language pedagogy,14.0
950,1,document set,950.0
